id	filename	md5	size	state
a2b14615-d855-4ff6-890c-6dc05faa2432	TCGA-KM-A7QK-01Z-00-DX1.8D69EA34-F28A-4267-8A82-159FB2B7008B.svs	ec8ae19df475ab2cc81492f198a63dc6	1095633437	released
f8feb8dc-3022-489e-a482-e6dcd6e8f13a	TCGA-NP-A5B3-01Z-00-DX1.6DE4C2C4-E135-4117-864D-2A477D6FDB86.svs	36bdf503ffbe883c36e0ba48e737586b	134144490	released
c34903cc-136e-4308-90f0-67ee07b9ea26	TCGA-UW-A7GC-01Z-00-DX1.D2D6FCC6-719A-4C03-A496-E23D18655538.svs	1416d72a6f02f656d19e27b81b4e3a86	728488842	released
da55418c-68a5-4148-b14c-56262b094c6f	TCGA-NP-A5H6-01Z-00-DX1.49B2A361-7BCD-4321-8372-8BAB636E812F.svs	df5ff0abcf621deda4ef04b3f9525662	198959314	released
b5491ed3-9e8d-4c6b-9d8d-bc9ada7b4d6f	TCGA-KM-A7QC-01Z-00-DX1.4B44EEAA-FA1C-47F9-852F-68EE45E09D5E.svs	239fc21e27107d6d23f305c105f7666d	1580370105	released
d5b122ba-6905-4167-9f55-501efe51b3fe	TCGA-UW-A7GU-01Z-00-DX1.30C1C11C-4113-4F8D-8372-5EE3DD33564D.svs	4be2fb818bd196e8b337bd8a5364e005	720365928	released
ac6f902b-8696-48a9-a645-b4e489463d12	TCGA-UW-A72R-01Z-00-DX1.0D9559B0-80C4-42BA-9461-F92792F0FC0F.svs	4a0267fddab89ca49e8e12d841bcc24a	2579284394	released
c93e13a2-2746-47dc-bb1d-c7935365b3bc	TCGA-KM-A7QA-01Z-00-DX1.971BE7D3-6E83-44C9-AFC4-50FE85E9C982.svs	0c7c48aa57a34d5d64eb6cb76b241794	781444727	released
6bb3eb7b-6ce0-4cfa-90a0-b031c1dbf50e	TCGA-UW-A72N-01Z-00-DX1.458F977B-AA32-4073-BDC6-FCAD44C6B83D.svs	cd903011277c86960c3b8bcf00c05312	1114395572	released
b7c047f6-2946-4515-9ca9-a0ed7f673a20	TCGA-UW-A72O-01Z-00-DX1.755C4693-A9CE-48E7-A76B-DAECEE850D35.svs	abac3e3dafc74b9e601341fa65ea0bde	1072874874	released
b6e6bbc9-4e67-490c-af04-bea085a51286	TCGA-KM-A7QJ-01Z-00-DX1.5011C41F-4385-4AB2-8AFE-5409125EDC31.svs	837a49b2b33932c5ba4dd2f6cdd551a1	1206253383	released
af6e1d86-1ca1-4483-859a-bcec7f0074fb	TCGA-UW-A7GK-01Z-00-DX1.B074DEBE-1697-443B-B426-BD57553E1108.svs	5057cfc0494dbaa42ec82391a5aad2eb	1505071092	released
fa19f20e-27ba-4676-ae9e-d2ab6c480073	TCGA-UW-A7GJ-11Z-00-DX1.97F9F149-FA58-4535-AE9B-237B8F87DEC7.svs	b990fd39a20df96466a946964643b6a4	1253194132	released
cd1a69a2-4571-4015-bd0f-a7c1735ab1fb	TCGA-UW-A72T-01Z-00-DX1.1F6EC843-0D4C-4231-99D2-82174C9FF94D.svs	a04361fcb11aab6b83d8e64f7613cb58	1010481802	released
52bb9d08-55ad-4b3f-89f6-1425b7e0e85b	TCGA-UW-A7GL-01Z-00-DX1.BE2C0D9F-3F84-4363-9B79-01883E8F0306.svs	4f436fbeaae1052e55a797aad9b0955d	1963274202	released
dbf5f8e0-420f-4489-84ed-b0462216f4ce	TCGA-UW-A72Q-01Z-00-DX1.6EEF0E01-E576-4DCA-B613-451D0079EB13.svs	eb8f001cd6d7892fa9e1f9488b0a234d	495213450	released
9cea4ac7-b52b-4001-bcbc-da9242135e05	TCGA-KM-A7QH-01Z-00-DX1.8CBB8760-A00D-4289-AD09-959FEC2EC03C.svs	b8e0600d77985a1deae1510ad907590b	629158787	released
ba9a74b3-8ada-452c-9481-99c7bd2e1cdc	TCGA-NP-A5H1-01Z-00-DX1.ABF28359-B224-4C36-9217-C6DB90692848.svs	0d02139c1d2502ed12ec43ada6175c9a	196539072	released
01ccb56e-6579-4796-a203-6dd745ff6944	TCGA-UW-A7GP-01Z-00-DX1.C997CBA5-AF20-4CB3-9CB3-82AA65146EF5.svs	b495f174b1f5f2484e00b11b2aeb8905	1601448324	released
ef7173fb-ffc9-4fee-a8d2-15175fef2eb0	TCGA-NP-A5H5-01Z-00-DX1.E6434A29-9182-4476-9E89-62B9C8EABC5B.svs	acbb9d4abca017088e9f44eee4352a8c	192790998	released
51575040-7a7b-4947-b3ce-5ed2ef69787d	TCGA-UW-A72K-01Z-00-DX1.F1E38D60-26AA-4D0E-8738-7711611D10D6.svs	4e82b8c9f7fff46a48861a34807eb945	1184832260	released
af534e11-1758-48ae-8fa2-412d2cf2cf93	TCGA-UW-A7GU-11Z-00-DX1.BC340CDF-7F82-4314-86BA-E003AE43389D.svs	2386f9fec9d87739e2545d12624ad79f	40098742	released
3aa17ce0-c5a2-445f-9c8c-efe4ec59fab1	TCGA-UW-A7GR-01Z-00-DX1.094D510F-5348-4543-9F18-73815250F824.svs	1a05bb13c7df4d7702bb25c0d2d79c40	1478967802	released
ee743904-fcc2-4d5e-9a08-e56f7e28d049	TCGA-KM-A7QL-01Z-00-DX1.2447532C-3635-4F36-952E-F5A5A566A7DB.svs	7d8041080f78ee2d4b389e5ec6aa07d6	1203480689	released
2f480772-e0f6-4036-a410-777c77970b4b	TCGA-KM-A7QI-01Z-00-DX1.D5284A3E-891C-4750-BE93-C09C7F23C95C.svs	a11cfca65b03c2e23f7d897628cae4c7	1042206607	released
7d9ce290-5900-433b-959f-52e993db14d3	TCGA-UW-A72J-01Z-00-DX1.B62772BA-DC29-40C9-B5C8-AC47AFA0437D.svs	03802a0fa9da17d128d085488eba01f5	1493249266	released
398cf4c6-6632-4b1d-8257-edabed7b07b9	TCGA-NP-A5H7-01Z-00-DX1.3AEF89FD-4E13-433C-85D8-C8F9F9EA9EF3.svs	d967db1fec8189a290d3b53496b12ec1	183138192	released
a26025f2-49b3-437e-94a0-18b14067932d	TCGA-KN-8430-01Z-00-DX1.8192F868-A504-44E0-929B-7527EB37ECAB.svs	6d0daa20762c30c15dfa8e4f0121ca93	2212101927	released
11541d1e-3fb5-4fe0-9fe5-6ac0093826b8	TCGA-D6-6826-01Z-00-DX1.9346b65d-ffc0-46ed-b68b-e18b2a43c5ea.svs	f1de1e6969bc3be6ae866b502e441602	107343253	released
a2ef8746-e3fb-46b4-b718-81e11aca09f2	TCGA-D6-6515-01Z-00-DX1.5827e8bc-823d-4a7b-98c5-ddf7a8aa7f1a.svs	e5630ba28ba1c8f95b7d29b88cc1480c	992087959	released
4b348fbb-7aef-411f-b995-687ce56115a7	TCGA-D6-6516-01Z-00-DX1.4f63eddb-5f99-498f-b488-772ab5a34dc3.svs	f820db5fcbc5fd4e2f2bc51dfe1d32e7	1112398615	released
f081de60-fbf6-4136-ad1d-c88f773cf7f5	TCGA-D6-6824-01Z-00-DX1.d9ac38e6-3ec6-4899-b3ea-d8197ba02055.svs	d3f430c7f77720c2c41289113522c1d5	151759889	released
a7163fb3-0b94-4f75-83eb-09ee16406d8e	TCGA-DQ-7594-01Z-00-DX2.F01A6E69-1CC8-460F-893A-3CBDAE5045F0.svs	c85a1f1937bf7b65de24a6e86f6f6fa3	462263017	released
b74e08ba-8e52-4b46-a395-a1ee6ecffaeb	TCGA-T3-A92M-01Z-00-DX2.FD2DF0AC-5A81-4D9F-8DB5-63CD5415DEAF.svs	3cb8a0a820cc3a6edda1e0704a700cb8	1450263388	released
a6b55667-cdd8-449f-b551-c10810c9109b	TCGA-T3-A92M-01Z-00-DX3.9117ABA6-D184-4EA1-B7BA-6006427DC59D.svs	9780259976b9fee99f92303daa7b2277	1511088448	released
4713b2b5-9a18-4060-a9dd-37094c7f89c1	TCGA-D6-6823-01Z-00-DX1.7291f093-209b-4e88-8ceb-842f7c5707c0.svs	d535d8f4c7f1b11c44fdfd7446787bdc	108022471	released
8924387d-5397-4620-8776-c6f6f40ad431	TCGA-QK-A6IF-01Z-00-DX1.7B689FEA-436B-4406-8107-0160732661B0.svs	d383f4da027e8a5455fcd7c2a68d7f0b	310312972	released
10650e5e-964f-46d7-8f1b-2782212d7162	TCGA-D6-8568-01Z-00-DX1.70A20D5E-6628-4F2E-B808-D20BEB7DB3BF.svs	88ca71cf255e2da8c9b2f439f6b97d67	759093385	released
9be52ce5-21c6-4aa2-b58e-0e63125cd182	TCGA-QK-A8Z8-01Z-00-DX1.7C01D3B3-A21A-43BF-B09A-0FC31B63CC71.svs	e032fe56a1277f93c8653be8200c5dcd	882723272	released
0c5ca0f3-a972-4830-8169-7191878861f4	TCGA-J7-8537-01Z-00-DX3.E536E7F6-FFDC-46AF-9023-E5ACB3865C12.svs	49765e1ca2e4e342a1886ed0a6afaf77	607532041	released
0f419908-453f-4001-91fd-6b0e5ea40275	TCGA-BQ-7056-01Z-00-DX1.33a679b4-c0cc-4d96-bcc0-f8c62cf1ae3c.svs	02c02b5a54885d14342ecc2bb1edb239	419855902	released
25f4bf09-0139-4473-8b26-7e0840b75e68	TCGA-AL-3472-01Z-00-DX2.C7BF0356-F099-4070-8824-1AC3339E9F59.svs	38fe6b01b036f3aebefa328b9611dd64	321568158	released
78754454-aaed-482c-a26b-b4825dfd6637	TCGA-AL-3467-01Z-00-DX2.3ADEDD93-AD93-46D8-B3AE-1EBC6BD5EAF2.svs	70679ced661f680d447f0be4993d5d9f	392255868	released
09987669-5304-4e7a-8282-9ebe8014b6ab	TCGA-AL-3466-01Z-00-DX2.8E4372BE-42C2-4FD7-9CD8-78CC66E3E434.svs	0b1dcf1e6c3276e52860aa628d0ddc73	573026468	released
63021f10-24a2-4d7a-a02c-1fe8b8e7ae95	TCGA-AL-3473-01Z-00-DX2.B1F73FC7-01EA-4B25-851F-A51B389DAA4A.svs	fedae5395e0be112a1ef515213335963	878768464	released
0ec744ca-985b-4f19-96bf-3731af5ee77d	TCGA-KV-A6GD-01Z-00-DX6.0B219162-A9ED-447F-BBBD-A73D383A5B5B.svs	34c88190a40c141bfeb24f19ad3f59d4	1866956569	released
ff039224-ec3b-46a7-af16-486208e36dbf	TCGA-KV-A6GD-01Z-00-DX5.18A8340C-3D22-48A9-AC14-AE33E3C7D3A9.svs	b35088acda1db1f815b92e918be47092	1574907489	released
82583ba0-73b8-4ce2-a8f5-912566b8b92b	TCGA-5P-A9KF-01Z-00-DX1.E35ED527-BD60-4534-B23A-D4DDACA2EB6D.svs	b530a39a2e36b9bb208762bdbab8abb0	2262394980	released
e3eedc41-1ccb-4655-9f64-5fe8e5d073cb	TCGA-CX-7082-01Z-00-DX1.52E9EB19-A3CE-46AE-BBEB-74D2D110614F.svs	5322e27a79800464ba9c64318f00c32c	165817152	released
265bf542-59d5-4522-bb34-ef268c6a5e46	TCGA-BA-4075-01Z-00-DX1.15BAC45A-F648-47AD-85C9-0CCC6504846E.svs	193279be67cff74c3bd10af24a87e128	532157321	released
9a86fd2b-cbfd-45c7-ac49-9bc9573ab1d7	TCGA-D6-6825-01Z-00-DX1.eb4d4223-48fe-40e0-901f-6a4146db9a1f.svs	ad9bc335b09fa44061a0d7b5e8a6f9e6	91528731	released
aef0b9ee-733c-4df7-9114-bb7d270ebbcf	TCGA-T3-A92N-01Z-00-DX3.E58A0E28-D773-493B-8119-5883F1AA9B79.svs	2c71dd78073225889861f87419da7cfb	1011224434	released
98332ead-5b9a-408c-a874-96d8ac7002f0	TCGA-T3-A92N-01Z-00-DX2.A08786DD-AF48-4551-BF71-E41C371C97C7.svs	b2efdca5e7c8ec2b36343d823602d7f3	1013988080	released
e9da362c-f924-4a54-9717-245b2cc69e22	TCGA-WA-A7H4-01Z-00-DX2.40997C97-F0B1-4943-8DD6-BD3F8AE3384F.svs	c8b83b3bbd081610e4900cad7d1a4d13	1863135176	released
e9adba4b-7c5f-45fe-b843-e11730cb38f7	TCGA-QK-A64Z-01Z-00-DX4.370068FC-E205-494A-A5C1-0CBAFE2A28F2.svs	2d4a0a6c682121e80b9ff31791ecaee0	820218744	released
49269bdd-9d05-40d4-ad95-6b8a2a914545	TCGA-D6-8569-01Z-00-DX1.3EDD303B-A2B2-4B31-8D26-272AB383FD11.svs	00c0345bd49c9243514c473c332bfcbc	579333397	released
71ed1855-0b29-4274-9027-55ee5813a614	TCGA-BA-4077-01Z-00-DX1.547A89DF-9628-4594-BEB7-20EA7C5B5A5E.svs	18f1cbaba54de51b3da1cfa78b57101c	350861733	released
9e7d018b-7d3f-44ed-b7bf-d31724c8f57a	TCGA-D6-6827-01Z-00-DX1.4606a46b-6b03-4011-b469-7328b3949727.svs	d1844955e2c60527794c02b2e52abf33	199680515	released
ca90a8c2-171a-4b9e-ac40-b431205ef7d4	TCGA-D6-6517-01Z-00-DX1.38640ebf-b5c0-4ce3-a731-9013598ac7b4.svs	87e82e5403be91d8f22414c9519d9fb6	712607439	released
6cef4a90-24c9-49c5-80be-adf56627cc8e	TCGA-QK-A64Z-01Z-00-DX3.4C6D6F13-08E5-41DD-BE8F-D89087D00F22.svs	03d35ae5f862184df990a5731731cab2	1208967580	released
a062c15c-3469-45c6-ba7a-96ac0f465ae0	TCGA-QK-A64Z-01Z-00-DX2.96E8ABB3-3925-402B-8E51-7CF8CA0C63B9.svs	ddf834c11ee90ff7b351a5051f3a8938	703362318	released
a29e2989-b662-4287-96f5-7d76ca3c5b08	TCGA-NP-A5GZ-01Z-00-DX1.07B19B85-A1CE-4AF2-B3E2-C86D11FAC907.svs	da912c50aeac1885479dc6435cad4f65	135265752	released
03b78628-d766-45aa-b521-2005d5edd8e3	TCGA-UW-A72P-01Z-00-DX1.B16A8F4B-6E8E-4642-AEEF-EBD0613C372D.svs	8c1a653fbe183ae6a501c1a34bd6fb43	2450154000	released
d61ebf71-535f-4369-98ee-ea703d3d6e8a	TCGA-UW-A7GJ-01Z-00-DX1.5CA0FD93-E237-4AEC-84D6-0199A62105DE.svs	37ca0fb845612c01064165cf7b70f6a2	1509483110	released
f2047870-7824-4d0a-8649-93aeddbd08e7	TCGA-KM-A7QE-01Z-00-DX1.82CBD529-FBB8-4969-A6E0-B563F0C9D73B.svs	7c41cbc4a40fcea77044dae2ff3723d1	1212313199	released
1738be75-ac79-4b7f-846e-9f51cb3e6203	TCGA-UW-A72S-01Z-00-DX1.EA180EA6-ADD1-4ECC-89D8-082B185AC2B4.svs	0475508d236af5aaf9c5237fa8c0529e	2374520108	released
5d781d73-8574-4182-ac85-6790445018ee	TCGA-UW-A72I-01Z-00-DX1.EAA44029-3390-4AEF-8B86-E4A1F64E486C.svs	ec61842f74e308f3d0b0ac5aac7de79b	863630794	released
2b064ac9-c0ab-4133-b0e3-dd5a2b6bb8dd	TCGA-UW-A7GI-01Z-00-DX1.4A1709FC-F8F3-4509-A011-10CBF1B53DA9.svs	8181beee1fe23243af4c93a9e60d15fd	1463222614	released
155811f8-b573-4d7b-b9b3-9a6fecb0c16d	TCGA-KM-A7QD-01Z-00-DX1.E1FCB533-0017-4A90-9835-6CD26FEA30CA.svs	2cccf62a6b7560267a5bf074bc46302b	1162699927	released
caa75571-b867-409a-a155-e59c90e75fc7	TCGA-UW-A7GG-01Z-00-DX1.83625891-206C-4060-924A-166BE9E893A7.svs	ddf89c0d3f1c81e14a1789a8ebb4074f	1639266820	released
9e3c9653-1812-4591-92d0-0a02a08705aa	TCGA-UW-A7GY-11Z-00-DX1.7410A3EA-BFFD-4744-8DB2-66A409C0BFA9.svs	e65091978885e25766eb6d992f6f7671	430526190	released
56a5820d-a94c-425e-b546-0f5a709bd35c	TCGA-UW-A7GY-01Z-00-DX1.CD2CCA5D-C92B-409C-B5D6-1EB7C8A0B4CD.svs	c82ec7b4bafefff0521de868bfd44f1e	1905957156	released
2c83a5b2-c820-4f74-b3d8-ec3919a5f66a	TCGA-NP-A5GY-01Z-00-DX1.F405475A-B246-42FB-8380-8953B328193E.svs	04a17e6614f08c7fbb1408e2ab836d6c	222112566	released
d8169916-524e-4e3c-bc01-a6e8ef08861d	TCGA-J7-8537-01Z-00-DX1.B12AEE27-040A-477F-86D2-58F0CEA38456.svs	1f63918d257ee6a188fa8045cf4b82e6	648120541	released
70c4d799-a9da-43cd-893e-b23160867c59	TCGA-KV-A6GD-01Z-00-DX2.5547F30C-42D3-485A-959B-3ED18C066D15.svs	9cdfdc0b4014cdb0d58986427ed263fc	1539433859	released
cb251376-cbb6-4ec0-a286-6041460b96fe	TCGA-4A-A93X-01Z-00-DX2.45011BF1-FED8-4D22-B5E1-C63DC384FD2A.svs	9b92cafe156abdb426a8da2775e895dd	1321524947	released
08de2e0f-d624-414d-a570-57111c380c42	TCGA-KV-A6GD-01Z-00-DX7.5C5DEAAC-18A6-48A1-9963-14940A13E74E.svs	07639b4e37bb6deb08091f70c947197e	1436571935	released
34d7af96-c4a6-4db4-8933-d84ce1cbfe22	TCGA-B1-A47O-01Z-00-DX1.AFF4F6F0-BF6F-45DE-BC24-A25F5CD3B43A.svs	ccf664816d6238538f3f6811c37ae4df	1117597479	released
ec96b3b9-ecc4-4808-b970-40204abeb749	TCGA-BQ-7049-01Z-00-DX1.e8ee8dc0-2d78-47a3-bf1c-505cbcd6ca3f.svs	2213ca2ad19bb525fa1a583ec9f35c62	854477116	released
b1b3df18-1fcc-40a1-8610-143f06c9748b	TCGA-AL-3468-01Z-00-DX1.F86A4811-D60C-4845-A7A5-B7C7BE202202.svs	04358a51344d8ab539f96a861f5b3ee1	504302113	released
bb22b74d-b2a3-4f45-823d-27bf4aa4496d	TCGA-AL-3468-01Z-00-DX2.B7D8DCCE-C015-4284-96EF-ED7F4A7771B7.svs	bcdf8855e84da2a3f5c88244ef211e77	276593844	released
fb87e85b-a412-4964-8ae4-2da6175b61c6	TCGA-AK-3427-01Z-00-DX2.f79ddc05-97bc-49a0-9e0b-25f5e325555a.svs	75e220c41dbcaade847d2382c420cf65	317788471	released
564e4233-12ec-4ed8-9e32-115b5886c729	TCGA-BP-4995-01Z-00-DX1.e8ebf283-46f9-4d1f-a8a6-11c24d8fad46.svs	75be8c79fce17760f7c76559fb26c98d	1953693862	released
c742db54-225b-49e7-8998-e38026cda34d	TCGA-A3-3329-01Z-00-DX1.4da187d6-f0d4-4f4b-95d3-c12d660d4bb2.svs	c21db6fe4b0c8fbc6f7b2d58c35d5990	318011717	released
9119fdc4-b179-4288-9b4d-77972b6dbb2c	TCGA-BP-4353-01Z-00-DX1.b9fadea0-63df-4536-891f-38eaf9349798.svs	228f6c30b2b10f2ed4e6419c2fe76d30	984091300	released
470ecbb7-86be-46b8-b94b-f9a8ccfb42f7	TCGA-BG-A221-01Z-00-DX1.E1AAD8E3-865C-4919-8F61-D28F9B8CD210.svs	f3d0217b65482ffee018060d403e3df6	2197362573	released
37bd9089-3d7f-47a3-a156-41f0c2abedc1	TCGA-BP-5009-01Z-00-DX1.54e2bdc1-1010-4f1f-9eea-e4a7e2c12341.svs	f3549281166fcb3300eefc49e292cde7	1096791708	released
7954aa86-cf8a-4207-9708-814648ff6aa2	TCGA-BP-4986-01Z-00-DX1.5ec99523-8b9a-482a-8e74-f5b9a076a986.svs	aeb245075ba3fc2e0307c510a5f46414	953396868	released
bd75ca83-b4f9-4e54-b4a0-bcf501650988	TCGA-AX-A06D-01Z-00-DX1.66E3E077-8973-4D8B-BD71-D38DBC35E36E.svs	5649a6dcb65381552efcfcc93de8d9d7	1940476564	released
36d160ab-0d5e-4059-a84a-7f96637e2f10	TCGA-AX-A1C5-01Z-00-DX1.5A13A645-BED0-4819-B168-22118E103828.svs	0955ad612f52579989ea086d9be7738f	1172349912	released
7ad7641b-6921-46a0-b231-cc8a8ceee117	TCGA-PG-A5BC-01Z-00-DX7.267346BC-B6C5-4613-9B19-460672319141.svs	309dd291e6ed200e089c1587a5250309	2074458143	released
f0217fbe-b444-418f-af43-0556162d6249	TCGA-AX-A06F-01Z-00-DX1.0DA1ED86-DF47-4357-B301-BFE32DB9E241.svs	6a94518978879fc8c569904099c688db	1279850944	released
f0877e0c-6750-4b59-bc21-b28972c07331	TCGA-KJ-A3U4-01Z-00-DX1.F1EA5A31-D8E6-45B3-A595-CF4BBAC06EF0.svs	4c1cccf295c72a6ecd26aeab5ad13864	2133596975	released
ca48b332-d969-4c1d-be2c-45e327dee7b0	TCGA-B5-A0KB-01Z-00-DX1.230C49BF-BF64-4AF1-95EE-5B6040EB5EE4.svs	02a4007b3eed9f5ad1195f63a2a54138	1246196293	released
6eac707a-1576-4feb-b052-5296f69c702f	TCGA-BK-A0CA-01Z-00-DX1.1A831454-1A9A-4E7B-BF04-28638F715727.svs	30cc29af000c399466d0e9f9dcbdd46e	354586277	released
9045969b-46d3-4794-9f70-1a38091107e6	TCGA-PG-A6IB-01Z-00-DX3.82A8C097-478B-4B6E-BB16-7461529B524F.svs	47fbd4942084f6ccf928638c701c062c	1834922191	released
c0889e69-db71-4071-a630-3d749baee5f1	TCGA-AX-A06L-01Z-00-DX1.B2FCA9BC-D469-4DD3-9A64-C10C88119C25.svs	2a4c742a0d360be958cf8bbf2ece35a4	1486884950	released
2d948ab4-69d1-4fbd-8fe8-47a8b8984dda	TCGA-AX-A05T-01Z-00-DX2.F0515861-5D5D-4EE2-B885-FD80353A3AF0.svs	d1f97f145990a451efe844d6e89e8f0a	1825539832	released
95284ec5-cac0-42a8-b5d2-eb796299a8e5	TCGA-4E-A92E-01Z-00-DX3.F8F74B7E-0601-4084-AE3B-F1C1BFD0B7FE.svs	f4d3fbf908f905bf3187a77ee51f7d89	2050596594	released
6b5d6029-3edd-4c1f-a0f4-4bb7dc9b6c3f	TCGA-BK-A0CC-01Z-00-DX2.67D09615-834B-4520-9AE0-D88DB23508B5.svs	deeefc805c904a45fc921632cbf81b66	425628845	released
2afc003e-3cf5-4976-a9cf-aceac7875920	TCGA-AX-A05W-01Z-00-DX1.14D1DDC9-0E55-443C-9A7F-931D22B8E00D.svs	9c5cfb24adf3371bede433f30aaa6ef0	753297358	released
65ecfbbd-3611-4788-ba3c-6568f48350fc	TCGA-PG-A917-01Z-00-DX3.9F8BF767-4F44-4B89-B852-FB826C3E0BAE.svs	b69ec77858c3e59ef052112d9939cd04	2106593095	released
d15647cd-cba2-48b1-a400-7475c2547eb4	TCGA-PG-A6IB-01Z-00-DX4.631A44B6-43E0-4481-AF1F-3EB484784672.svs	23ecc7d970df5b6d3ae45efbea84138e	1581731449	released
9f771269-d2ab-4718-8c77-2abefeada64b	TCGA-AX-A1CI-01Z-00-DX1.CFCB718D-7428-4FE0-BC95-DF3CA28F32EB.svs	76123bfd569cffe144a43c4c970e4e04	1575101228	released
a891915a-f65c-4a42-95cb-e442fed00ef0	TCGA-PG-A914-01Z-00-DX1.84F19325-D7E3-4CB3-B887-05C7D7D7A9CF.svs	b50bfec2e905bc3fa64418c78c60280a	1365567775	released
e8b220d8-eca1-471d-9cd1-46ac3e96adce	TCGA-PG-A914-01Z-00-DX4.33C67F98-A8C3-4C3A-B630-D12014C645EC.svs	589a6698f30a1097834fd0b6d5b84a49	2561330327	released
